id,domain,arm,skill,route_pred,stages,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,seq
qa_172_1hop_308,기타,C0,,,,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_172_1hop_308,기타,C1,,,,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_172_1hop_308,기타,C2,civil-law-verification,민사,1,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_19_1hop_28,기타,C0,,,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_19_1hop_28,기타,C1,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_19_1hop_28,기타,C2,civil-law-verification,민사,01,4,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C0,,,,2,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C1,,,,2,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C2,,기타,,2,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_86_3hop_140,기타,C0,,,,3,0,0,0,1,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_86_3hop_140,기타,C1,,,,4,0,0,0,1,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_86_3hop_140,기타,C2,,기타,,4,0,0,0,1,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_139_1hop_254,기타,C0,,,,4,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_139_1hop_254,기타,C1,,,,4,0,0,0,0,1,0,1,1,2,3,finish,0,0,사실검증→논리검증→종료
qa_139_1hop_254,기타,C2,,기타,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C0,,,,4,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C1,,,,5,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C2,,기타,,4,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C0,,,,2,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C1,,,,2,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C2,,기타,,2,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C0,,,,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C1,,,,3,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C2,,기타,,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_90_2hop_147,기타,C0,,,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_90_2hop_147,기타,C1,,,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_90_2hop_147,기타,C2,,기타,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_163_2hop_630_rand,기타,C0,,,,4,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_163_2hop_630_rand,기타,C1,,,,4,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_163_2hop_630_rand,기타,C2,civil-law-verification,민사,01,2,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_213_2hop_812_rand,기타,C0,,,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_213_2hop_812_rand,기타,C1,,,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_213_2hop_812_rand,기타,C2,,기타,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_621_2hop_937,기타,C0,,,,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_621_2hop_937,기타,C1,,,,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_621_2hop_937,기타,C2,civil-law-verification,민사,12,5,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C0,,,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C1,,,,3,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C2,civil-law-verification,민사,01,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_215_2hop_820_rand,기타,C0,,,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_215_2hop_820_rand,기타,C1,,,,1,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_215_2hop_820_rand,기타,C2,civil-law-verification,민사,01,4,1,1,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_61_1hop_93,기타,C0,,,,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_61_1hop_93,기타,C1,,,,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_61_1hop_93,기타,C2,,기타,,1,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_624_2hop_943,기타,C0,,,,3,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_624_2hop_943,기타,C1,,,,3,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_624_2hop_943,기타,C2,,기타,,4,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_352_3hop_554,기타,C0,,,,9,0,0,0,2,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_352_3hop_554,기타,C1,,,,5,0,0,0,2,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_352_3hop_554,기타,C2,,기타,,9,0,0,0,2,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_119_2hop_464_rand,기타,C0,,,,6,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_119_2hop_464_rand,기타,C1,,,,6,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_119_2hop_464_rand,기타,C2,civil-law-verification,민사,01,7,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_279_3hop_1064_rand,기타,C0,,,,6,1,1,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_279_3hop_1064_rand,기타,C1,,,,5,1,1,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_279_3hop_1064_rand,기타,C2,,기타,,5,2,2,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_324_2hop_515,기타,C0,,,,6,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_324_2hop_515,기타,C1,,,,6,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_324_2hop_515,기타,C2,civil-law-verification,민사,123,3,0,0,0,0,2,1,1,0,2,3,finish,0,0,사실검증→검색:민사소송법 제253조 정확한 법령명 확인→종료
qa_99_2hop_168,기타,C0,,,,2,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_99_2hop_168,기타,C1,,,,2,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_99_2hop_168,기타,C2,civil-law-verification,민사,01,5,0,0,0,2,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C0,,,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C1,,,,1,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C2,civil-law-verification,민사,01,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_171_2hop_658_rand,기타,C0,,,,2,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_171_2hop_658_rand,기타,C1,,,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_171_2hop_658_rand,기타,C2,civil-law-verification,민사,01,4,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_260_2hop_995_rand,기타,C0,,,,7,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_260_2hop_995_rand,기타,C1,,,,4,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_260_2hop_995_rand,기타,C2,civil-law-verification,민사,01,7,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_127_3hop_230,기타,C0,,,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_127_3hop_230,기타,C1,,,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_127_3hop_230,기타,C2,,기타,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_430_3hop_669,기타,C0,,,,3,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_430_3hop_669,기타,C1,,,,2,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_430_3hop_669,기타,C2,civil-law-verification,민사,01,3,0,0,0,1,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_633_2hop_954,기타,C0,,,,2,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_633_2hop_954,기타,C1,,,,3,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_633_2hop_954,기타,C2,civil-law-verification,민사,01,5,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_113_2hop_200,기타,C0,,,,6,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_113_2hop_200,기타,C1,,,,7,2,2,0,1,2,1,1,0,2,3,finish,0,0,"사실검증→검색:화물자동차 운수사업법 제13조, 제19조제1→종료"
qa_113_2hop_200,기타,C2,,기타,,10,4,4,0,1,2,2,1,0,3,4,finish,0,0,"사실검증→검색:화물자동차 운수사업법 제13조, 제19조, →검색:화물자동차 운수사업법 제13조 상세 내용, →종료"
qa_216_2hop_824_rand,기타,C0,,,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_216_2hop_824_rand,기타,C1,,,,3,0,0,0,1,1,0,1,0,1,2,finish,0,0,사실검증→종료
