id,domain,arm,skill,route_pred,stages,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,seq
qa_19_1hop_28,기타,C0,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_19_1hop_28,기타,C1,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_19_1hop_28,기타,C2,civil-law-verification,민사,01,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_139_1hop_254,기타,C0,,,,5,1,1,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_139_1hop_254,기타,C1,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_139_1hop_254,기타,C2,,기타,,2,0,1,1,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C0,,,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C1,,,,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_49_2hop_192_rand,기타,C2,,기타,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C0,,,,3,0,2,2,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C1,,,,3,0,2,2,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_257_2hop_983_rand,기타,C2,,기타,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C0,,,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C1,,,,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_116_2hop_452_rand,기타,C2,,기타,,2,0,0,0,2,2,1,1,0,2,3,finish,0,0,사실검증→검색:별정우체국 지정 해지 절차 및 지정 취소 시→종료
qa_172_1hop_308,기타,C0,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_172_1hop_308,기타,C1,,,,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_172_1hop_308,기타,C2,civil-law-verification,민사,012,3,0,0,0,0,1,0,1,1,2,3,finish,0,0,사실검증→논리검증→종료
qa_213_2hop_812_rand,기타,C0,,,,4,0,1,1,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_213_2hop_812_rand,기타,C1,,,,3,0,1,1,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_213_2hop_812_rand,기타,C2,,기타,,3,0,2,2,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C0,,,,9,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C1,,,,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_140_3hop_540_rand,기타,C2,,기타,,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_90_2hop_147,기타,C0,,,,3,0,0,0,0,2,1,1,0,2,3,finish,0,0,"사실검증→검색:보험업법 제2조 제1항 제1호 상세 내용, →종료"
qa_90_2hop_147,기타,C1,,,,5,0,1,1,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_90_2hop_147,기타,C2,,기타,,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_163_2hop_630_rand,기타,C0,,,,3,1,1,0,1,1,1,1,0,2,3,finish,0,0,사실검증→검색:국세청 고시 현금영수증 발급 의무 및 포상금→종료
qa_163_2hop_630_rand,기타,C1,,,,3,0,0,0,1,1,1,1,0,2,3,finish,0,0,사실검증→검색:국세기본법 시행령 현금영수증 발급 거부 포상→종료
qa_163_2hop_630_rand,기타,C2,civil-law-verification,민사,012,1,0,0,0,1,1,1,1,0,2,3,finish,0,0,사실검증→검색:현금영수증 발급 거부 관련 포상금 지급 규정→종료
qa_86_3hop_140,기타,C0,,,,5,2,2,0,1,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_86_3hop_140,기타,C1,,,,3,1,1,0,1,3,0,1,1,2,3,finish,0,0,사실검증→논리검증→종료
qa_86_3hop_140,기타,C2,,기타,,2,1,1,0,1,3,1,1,0,2,3,finish,0,0,"사실검증→검색:산업재해보상보험법 관련 고시 및 지침, 요양→종료"
qa_621_2hop_937,기타,C0,,,,3,0,2,2,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_621_2hop_937,기타,C1,,,,3,0,2,2,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_621_2hop_937,기타,C2,civil-law-verification,민사,0123,4,0,0,0,0,2,2,1,0,3,4,finish,0,0,"사실검증→검색:민사소송법 제25조 정확 내용, 강제수용 집→검색:민사소송법 집행정지 관련 조문 검색→종료"
qa_324_2hop_515,기타,C0,,,,5,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_324_2hop_515,기타,C1,,,,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_324_2hop_515,기타,C2,civil-law-verification,민사,01,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_99_2hop_168,기타,C0,,,,4,1,1,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_99_2hop_168,기타,C1,,,,2,1,1,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_99_2hop_168,기타,C2,civil-law-verification,민사,01,7,2,2,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_61_1hop_93,기타,C0,,,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_61_1hop_93,기타,C1,,,,5,0,0,0,0,1,1,1,0,2,3,finish,0,0,검색:헌법재판소 내부 규정 및 임시 운영 절차→사실검증→종료
qa_61_1hop_93,기타,C2,,기타,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_624_2hop_943,기타,C0,,,,1,0,0,0,0,2,1,1,0,2,3,finish,0,0,사실검증→검색:사회보건조제법 지원 기준 및 재량 범위→종료
qa_624_2hop_943,기타,C1,,,,3,1,1,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_624_2hop_943,기타,C2,,기타,,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C0,,,,3,2,3,1,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C1,,,,3,2,3,1,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_59_2hop_232_rand,기타,C2,civil-law-verification,민사,012,4,1,1,0,0,2,1,1,0,2,3,finish,0,0,"검색:공직선거법 시행령 제60조, 제61조, 관련→사실검증→종료"
qa_352_3hop_554,기타,C0,,,,3,0,0,0,1,3,1,1,0,2,3,finish,0,0,"사실검증→검색:체육진흥법 제27조, 도박행위의 규제에 관한→종료"
qa_352_3hop_554,기타,C1,,,,4,0,1,1,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_352_3hop_554,기타,C2,civil-law-verification,민사,01,5,0,0,0,0,3,0,1,0,1,2,finish,0,0,사실검증→종료
qa_119_2hop_464_rand,기타,C0,,,,8,0,0,0,0,2,1,1,0,2,3,finish,0,0,사실검증→검색:하천법 및 토지보상법 관련 민간 거래 사례 →종료
qa_119_2hop_464_rand,기타,C1,,,,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_119_2hop_464_rand,기타,C2,civil-law-verification,민사,01,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C0,,,,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C1,,,,4,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_95_1hop_156,기타,C2,civil-law-verification,민사,01,2,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_215_2hop_820_rand,기타,C0,,,,3,3,3,0,0,2,1,1,0,2,3,finish,0,0,"사실검증→검색:공직선거법 제57조, 제40조, 제58조 상→종료"
qa_215_2hop_820_rand,기타,C1,,,,2,1,1,0,1,2,1,1,0,2,3,finish,0,0,"사실검증→검색:공직선거법 제57조, 국회의원선거법 기탁금 →종료"
qa_215_2hop_820_rand,기타,C2,civil-law-verification,민사,012,1,0,0,0,1,2,1,1,0,2,3,finish,0,0,"사실검증→검색:공직선거법 대통령선거후보자 기탁금, 공직선거→종료"
qa_279_3hop_1064_rand,기타,C0,,,,6,1,1,0,0,2,1,1,0,2,3,finish,0,0,"사실검증→검색:대기환경보전법 제10조, 대기환경보전법 제1→종료"
qa_279_3hop_1064_rand,기타,C1,,,,4,0,0,0,0,2,1,1,0,2,3,finish,0,0,사실검증→검색:대기환경보전법 특별대책지역 공장 설립 지침→종료
qa_279_3hop_1064_rand,기타,C2,,기타,,6,0,2,2,0,2,0,1,1,2,3,finish,0,0,사실검증→논리검증→종료
qa_171_2hop_658_rand,기타,C0,,,,3,1,1,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_171_2hop_658_rand,기타,C1,,,,1,0,0,0,0,1,0,1,0,1,2,finish,0,0,사실검증→종료
qa_171_2hop_658_rand,기타,C2,civil-law-verification,민사,01234,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:대기환경보전법 고시 및 지자체 세부 지침 대→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_330_2hop_525,기타,C0,,,,5,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_330_2hop_525,기타,C1,,,,4,0,0,0,0,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_330_2hop_525,기타,C2,civil-law-verification,민사,012,3,0,0,0,0,2,0,1,1,2,3,finish,0,0,사실검증→논리검증→종료
