id,arm,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,answer_miss,gate_unmet,seq
qa_92_1hop_149,A,8,0,0,0,1,1,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_92_1hop_149,B,4,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_92_1hop_149,C,5,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:야간주거침입절도죄 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,A,1,0,0,0,1,1,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_172_1hop_308,B,2,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_172_1hop_308,C,3,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:민사소송법 제220조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_49_2hop_192_rand,A,2,0,0,0,1,2,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_49_2hop_192_rand,B,2,0,0,0,1,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_49_2hop_192_rand,C,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,0,1,검색:도로법 시행령 제98조→검색:도로법 시행령 제98조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,A,4,0,0,0,2,2,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_116_2hop_452_rand,B,4,0,0,0,2,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_116_2hop_452_rand,C,4,0,0,0,2,2,1,0,7,8,8,max_steps,1,0,0,1,검색:별정우체국법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_139_1hop_254,A,6,2,2,0,0,1,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_139_1hop_254,B,4,1,1,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_139_1hop_254,C,0,0,0,0,0,1,3,0,5,8,8,max_steps,1,0,1,1,검색:공직선거법 수감 선거권→논리검증→검색:수형자 선거권 관련 법조문→검색:수형자 선거권 관련 판례→논리검증→논리검증→논리검증→논리검증
qa_90_2hop_147,A,3,0,0,0,0,2,1,2,2,5,2,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_90_2hop_147,B,1,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_90_2hop_147,C,2,0,0,0,1,2,3,0,5,8,8,max_steps,1,0,0,1,검색:자전거 손해보험 관련 법령→검색:자전거 손해보험 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→검색:자전거 보험 관련 법령
qa_621_2hop_937,A,5,0,0,0,0,2,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_621_2hop_937,B,5,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_621_2hop_937,C,6,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:강제수용 취소소송 집행정지 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_312_2hop_499,A,2,0,0,0,1,2,1,2,2,5,2,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_312_2hop_499,B,3,0,0,0,1,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_312_2hop_499,C,7,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,0,1,검색:민법 제840조→검색:민법 제840조 제6호→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_476_2hop_749,A,7,0,0,0,0,2,1,2,2,5,2,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_476_2hop_749,B,16,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_476_2hop_749,C,8,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:형법 제329조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_19_1hop_28,A,6,0,0,0,0,1,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_19_1hop_28,B,1,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_19_1hop_28,C,5,0,0,0,0,1,2,0,6,8,8,max_steps,1,0,0,1,검색:상법 제916조 제5항→검색:상법 제169조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_387_2hop_603,A,5,0,0,0,1,2,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_387_2hop_603,B,5,0,0,0,1,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_387_2hop_603,C,4,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,0,1,검색:형사법률 조문 검색→논리검증→논리검증→논리검증→검색:가족관계증명서 변조 관련 법규→논리검증→논리검증→논리검증
qa_163_2hop_630_rand,A,4,2,2,0,0,1,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_163_2hop_630_rand,B,2,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_163_2hop_630_rand,C,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:현금영수증 발급 거부 포상금 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_3hop_540_rand,A,5,0,0,0,0,3,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_3hop_540_rand,B,2,0,0,0,0,3,0,0,0,0,1,finish,0,0,0,0,종료
qa_140_3hop_540_rand,C,4,0,0,0,0,3,3,0,5,8,8,max_steps,0,0,0,1,검색:법무사법 제12조→논리검증→검색:법무사법 제34조 및 제47조의3 등 관련 →논리검증→논리검증→검색:법무사법 제12조→논리검증→논리검증
qa_61_1hop_93,A,2,0,0,0,1,1,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_61_1hop_93,B,1,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_61_1hop_93,C,1,0,0,0,1,1,4,0,4,8,8,max_steps,0,0,0,1,검색:헌법재판소법 제12조 검색→논리검증→검색:헌법재판소법 제12조 검색→논리검증→검색:헌법재판소법 제12조 검색→논리검증→검색:헌법재판소법 제12조 검색→논리검증
qa_192_2hop_334,A,9,0,0,0,1,2,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_192_2hop_334,B,6,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_192_2hop_334,C,12,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,0,1,검색:형사처벌 관련 법령 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_86_3hop_140,A,3,0,0,0,1,3,1,2,2,5,2,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_86_3hop_140,B,10,2,2,0,0,3,0,0,0,0,1,finish,0,0,0,0,종료
qa_86_3hop_140,C,4,0,0,0,1,3,1,0,7,8,8,max_steps,1,0,0,1,검색:산업재해보상보험법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_257_2hop_983_rand,A,2,0,0,0,1,1,1,3,3,7,3,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_257_2hop_983_rand,B,2,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_257_2hop_983_rand,C,6,1,1,0,1,1,2,0,6,8,8,max_steps,1,0,0,1,검색:매입자발행계산서 발급 관련 법령 검색→검색:거래사실확인신청서 제출 조건 및 절차→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_94_1hop_155,A,4,0,0,0,1,1,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_94_1hop_155,B,4,0,0,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_94_1hop_155,C,3,1,1,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:공원 음란 행위 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_213_2hop_812_rand,A,4,1,1,0,1,1,1,3,3,7,3,max_iter,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_213_2hop_812_rand,B,4,1,1,0,1,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_213_2hop_812_rand,C,4,1,1,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:지방세특례제한법 제70조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_174_1hop_312,A,2,0,0,0,0,1,1,2,2,5,2,finish,0,0,0,0,검색→생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_174_1hop_312,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_174_1hop_312,C,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,0,1,검색:집행유예와 금고 이상 형의 관계 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_99_2hop_168,A,2,0,0,0,2,2,1,1,1,3,1,finish,0,0,0,0,검색→생성→사실검증→논리검증→종료
qa_99_2hop_168,B,3,0,0,0,2,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_99_2hop_168,C,1,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,0,1,검색:근로기준법 부당해고 구제 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
