id,arm,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,answer_miss,gate_unmet,seq
qa_139_1hop_254,A,2,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_139_1hop_254,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,1,0,종료
qa_139_1hop_254,C,1,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,8,1,검색:형사 재판 중인 사람의 선거권 제한 관련 법→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_19_1hop_28,A,6,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_19_1hop_28,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,1,0,종료
qa_19_1hop_28,C,0,0,0,0,0,1,2,0,6,8,8,max_steps,1,0,8,1,"검색:민법 손해배상청구권 소멸시효 관련 조문→검색:민법 제766조, 제217조 관련 조문 확인→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_312_2hop_499,A,5,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_312_2hop_499,B,2,1,1,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_312_2hop_499,C,3,0,0,0,2,2,6,0,2,8,8,max_steps,1,0,0,1,검색:가정법률보호법 제16조→검색:가정법률보호법 제16조→논리검증→논리검증→검색:민법 제840조→검색:민법 제840조→검색:민법 제840조 도박 중독→검색:민법 제840조 제842조 도박 중독
qa_49_2hop_192_rand,A,2,0,0,0,1,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_49_2hop_192_rand,B,4,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_49_2hop_192_rand,C,5,1,1,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:도로관리법 도로관리협회법 감독 절차→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_621_2hop_937,A,2,1,1,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_621_2hop_937,B,2,2,2,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_621_2hop_937,C,3,0,0,0,0,2,3,0,5,8,8,max_steps,1,0,0,1,"검색:강제수용 취소소송 자격 및 집행정지 요건 관→검색:행정소송법 제60조, 제78조 관련 법조문 →논리검증→논리검증→검색:강제수용 취소소송 자격 및 집행정지 요건 관→논리검증→논리검증→논리검증"
qa_387_2hop_603,A,5,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_387_2hop_603,B,4,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_387_2hop_603,C,4,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:민사소송법 제267조 전자거래법 제18조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,A,3,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_116_2hop_452_rand,B,6,4,4,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_116_2hop_452_rand,C,5,0,0,0,2,2,1,0,7,8,8,max_steps,1,0,8,1,검색:별정우체국 지정 해지 절차 및 시설 철거 관→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_90_2hop_147,A,3,0,0,0,0,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_90_2hop_147,B,2,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_90_2hop_147,C,6,2,2,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:보험업법 제67조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_92_1hop_149,A,4,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_92_1hop_149,B,6,0,0,0,0,1,0,0,0,0,1,finish,0,0,1,0,종료
qa_92_1hop_149,C,2,0,0,0,1,1,2,0,6,8,8,max_steps,1,0,8,1,검색:도난죄 관련 법조문→논리검증→논리검증→논리검증→논리검증→검색:형법 제335조 야간주거침입죄→논리검증→논리검증
qa_476_2hop_749,A,4,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_476_2hop_749,B,4,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_476_2hop_749,C,6,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,0,1,"검색:형법 제318조, 제32조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_192_2hop_334,A,12,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_192_2hop_334,B,30,1,1,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_192_2hop_334,C,2,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,"검색:형법 제307조, 제308조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_163_2hop_630_rand,A,2,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_163_2hop_630_rand,B,2,2,2,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_163_2hop_630_rand,C,1,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:현금영수증 발급 거부 포상금 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_257_2hop_983_rand,A,2,1,1,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_257_2hop_983_rand,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_257_2hop_983_rand,C,2,0,0,0,1,1,3,0,5,8,8,max_steps,1,0,8,1,검색:전자거래법 제16조 elektronice c→검색:전자거래법 제16조 매입자발행계산서→논리검증→논리검증→논리검증→검색:소득세법 시행령 제212조→논리검증→논리검증
qa_213_2hop_812_rand,A,3,1,1,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_213_2hop_812_rand,B,4,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_213_2hop_812_rand,C,1,0,0,0,1,1,1,1,5,7,8,finish,1,0,0,0,"검색:천연가스 버스, 전기버스, 수소전기버스 취득→논리검증→논리검증→논리검증→논리검증→논리검증→사실검증→종료"
qa_61_1hop_93,A,6,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_61_1hop_93,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_61_1hop_93,C,4,2,2,0,0,1,2,0,6,8,8,max_steps,1,0,0,1,검색:헌법재판소법 제16조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→검색:헌법재판소법 임시 소장 임명 절차
qa_94_1hop_155,A,4,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_94_1hop_155,B,2,0,0,0,0,1,0,0,0,0,1,finish,0,0,1,0,종료
qa_94_1hop_155,C,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,8,1,검색:성폭력범죄의 처벌 등에 관한 특례법 제30조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,A,1,0,0,0,1,1,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_172_1hop_308,B,3,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_172_1hop_308,C,1,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,0,1,검색:민사소송법 변론조서 법적 효력→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_86_3hop_140,A,3,0,0,0,0,3,0,3,3,6,3,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_86_3hop_140,B,2,1,1,0,0,3,0,0,0,0,1,finish,0,0,0,0,종료
qa_86_3hop_140,C,1,1,1,0,0,3,1,0,7,8,8,max_steps,1,0,0,1,검색:산업안전보건법 제57조 노동기본법 제60조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_352_3hop_554,A,9,6,6,0,1,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_352_3hop_554,B,6,6,6,0,0,3,0,0,0,0,1,finish,0,0,0,0,종료
qa_352_3hop_554,C,7,3,3,0,1,3,1,0,7,8,8,max_steps,1,0,0,1,검색:도박방지 및 치료에 관한 법률全文→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_3hop_540_rand,A,3,0,0,0,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_3hop_540_rand,B,4,0,0,0,0,3,0,0,0,0,1,finish,0,0,0,0,종료
qa_140_3hop_540_rand,C,8,0,0,0,0,3,1,0,7,8,8,max_steps,1,0,0,1,검색:법무사법 제10조부터 제16조까지→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_1hop_257,A,3,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_1hop_257,B,3,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_140_1hop_257,C,6,2,2,0,0,1,2,0,6,8,8,max_steps,1,0,0,1,"검색:민법 제780조, 제781조→논리검증→검색:부동산관리법, 긴급상황대응법→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_99_2hop_168,A,4,1,1,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_99_2hop_168,B,3,3,3,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_99_2hop_168,C,4,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:부당해고 관련 법조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_174_1hop_312,A,3,3,3,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_174_1hop_312,B,1,0,0,0,0,1,0,0,0,0,1,finish,0,0,0,0,종료
qa_174_1hop_312,C,5,3,3,0,0,1,1,0,7,8,8,max_steps,1,0,0,1,검색:형사집행법 제67조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_324_2hop_515,A,1,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_324_2hop_515,B,1,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_324_2hop_515,C,3,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,"검색:민사소송법 제107조, 제108조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_401_2hop_619,A,3,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_401_2hop_619,B,4,1,1,0,0,2,0,0,0,0,1,finish,0,0,1,0,종료
qa_401_2hop_619,C,4,1,1,0,0,2,1,0,7,8,8,max_steps,1,0,8,1,검색:토지공동소유법 제10조 민법 제349조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_624_2hop_943,A,2,0,0,0,1,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_624_2hop_943,B,4,1,1,0,0,2,0,0,0,0,1,finish,0,0,1,0,종료
qa_624_2hop_943,C,3,1,1,0,1,2,3,0,5,8,8,max_steps,0,0,0,1,검색:사회복지공동모금법 지방자치법→논리검증→논리검증→검색:보건복지부 장관의 재량권 행사 기준 관련 조→논리검증→검색:보건복지부 장관의 사회복지사업 비용 지원 권→논리검증→논리검증
qa_488_2hop_766,A,5,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_488_2hop_766,B,7,0,0,0,0,2,0,0,0,0,1,finish,0,0,0,0,종료
qa_488_2hop_766,C,10,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,0,1,검색:저작권법 개정 내용 및 상표법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_59_2hop_232_rand,A,3,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
