id,domain,arm,skill,route_pred,stages,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,seq
qa_387_2hop_603,형사,C0,,,,6,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:형사법률 조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_387_2hop_603,형사,C1,criminal-law-verification,,01,6,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_387_2hop_603,형사,C2,criminal-law-verification,형사,01,6,0,0,0,1,2,0,1,0,1,2,finish,0,0,사실검증→종료
qa_92_1hop_149,형사,C0,,,,4,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:야간주거침입절도 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_92_1hop_149,형사,C1,criminal-law-verification,,014,6,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:야간주거침입절도 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_92_1hop_149,형사,C2,criminal-law-verification,형사,014,3,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:야간주거침입절도 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_94_1hop_155,형사,C0,,,,1,0,0,0,1,1,2,0,6,8,8,max_steps,1,0,검색:형법 제245조 관련 법조문→검색:형법 제245조 공연음란→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_94_1hop_155,형사,C1,criminal-law-verification,,013,4,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:형사법 공연음란죄 적용→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_94_1hop_155,형사,C2,criminal-law-verification,형사,0134,6,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:형사법 공연음란죄 적용→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_401_2hop_619,민사,C0,,,,2,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,검색:토지공유자 동의 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_401_2hop_619,민사,C1,civil-law-verification,,0123,1,0,0,0,0,2,5,0,3,8,8,max_steps,0,0,검색:토지공유자 동의 없이 토지 매각 관련 법령→논리검증→검색:공동 소유 토지 지분 매각 관련 법령→논리검증→검색:공동 소유 토지 지분 매각 관련 판례→검색:공동 소유 토지 지분 매각 판례→논리검증→검색:공동 소유 토지 지분 매각 판례 검색
qa_401_2hop_619,민사,C2,civil-law-verification,민사,013,5,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,검색:토지공유자 지분 매각 동의 필요성 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_312_2hop_499,민사,C0,,,,4,0,0,0,2,2,1,0,7,8,8,max_steps,1,0,검색:도박 중독과 혼인 불가능 사유 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_312_2hop_499,민사,C1,civil-law-verification,,01234,3,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:민법 제842조→검색:민법 제842조 삭제 기록→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_312_2hop_499,민사,C2,civil-law-verification,민사,0123,5,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:민법 제842조→검색:이혼 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_174_1hop_312,형사,C0,,,,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:형법 제62조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_174_1hop_312,형사,C1,criminal-law-verification,,01,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:집행유예 취소 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_174_1hop_312,형사,C2,criminal-law-verification,형사,01,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:집행유예 취소 조건→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_1hop_257,민사,C0,,,,1,0,0,0,1,1,2,0,6,8,8,max_steps,1,0,검색:부동산 긴급 조치 관련 법령→논리검증→논리검증→논리검증→검색:부동산 위임 종료 후 긴급 조치 관련 법령→논리검증→논리검증→논리검증
