id,domain,arm,skill,route_pred,stages,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,seq
qa_86_3hop_140,기타,C0,,,,6,0,0,0,0,3,1,1,0,2,3,finish,0,0,검색:산업재해보상보험법 관련 조문→사실검증→종료
qa_86_3hop_140,기타,C1,,,,8,1,1,0,0,3,8,0,0,8,8,max_steps,1,0,검색:산업재해보상보험법 관련 조문→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조→검색:산업재해보상보험법 제40조 제41조 제43조
qa_86_3hop_140,기타,C2,,기타,,6,1,1,0,0,3,5,0,3,8,8,max_steps,0,0,검색:산업재해보상보험법 관련 조문→논리검증→검색:산업재해보상보험법 관련 판례 및 기타 법령 →검색:산업재해보상보험법 관련 판례 및 법령 검토→논리검증→검색:의료과실에 대한 산업재해보상보험법 관련 판례→논리검증→검색:의료과실로 인한 추가 상해가 업무상 재해로 
qa_172_1hop_308,기타,C0,,,,2,0,0,0,1,1,2,0,6,8,8,max_steps,1,0,검색:민사소송법 제220조→검색:민사소송법 제220조 관련 판례→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,기타,C1,,,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제220조 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,기타,C2,,기타,,1,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제220조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,기타,C0,,,,4,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:별정우체국법 관련 조문→검색:별정우체국법 제3조 제15조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,기타,C1,,,,4,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:별정우체국법 관련 조문→검색:별정우체국법 제3조 제15조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,기타,C2,,기타,,4,0,0,0,2,2,1,0,7,8,8,max_steps,1,0,검색:별정우체국법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_49_2hop_192_rand,기타,C0,,,,2,0,0,0,0,2,2,0,6,8,8,max_steps,1,0,"검색:도로법 관련 조문→검색:도로법 시행령 제97조, 제105조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_49_2hop_192_rand,기타,C1,,,,2,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:도로법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
