id,domain,arm,skill,route_pred,stages,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,seq
qa_19_1hop_28,기타,C0,,,,2,0,0,0,0,1,4,0,4,8,8,max_steps,0,0,검색:상법 제916조 제5항→검색:상법 제916조 제5항 관련 판례→논리검증→논리검증→검색:상법 제916조 제5항 관련 판례 및 조문→논리검증→검색:상법 제916조 제5항 관련 판례 및 조문→논리검증
qa_19_1hop_28,기타,C1,,,,4,0,0,0,0,1,2,1,0,3,4,finish,0,0,검색:상법 제916조 제5항→검색:상법 제916조 제5항 관련 판례→사실검증→종료
qa_19_1hop_28,기타,C2,civil-law-verification,민사,014,5,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:상법 제798조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,기타,C0,,,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제220조 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,기타,C1,,,,3,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제220조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_172_1hop_308,기타,C2,,기타,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제220조 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,기타,C0,,,,6,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:별정우체국법 관련 조문→검색:별정우체국법 제3조 제15조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_116_2hop_452_rand,기타,C1,,,,4,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,"검색:별정우체국법 관련 조문→검색:별정우체국법 제3조, 제15조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_116_2hop_452_rand,기타,C2,,기타,,4,0,0,0,2,2,1,0,7,8,8,max_steps,1,0,검색:별정우체국법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_49_2hop_192_rand,기타,C0,,,,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,"검색:도로법 관련 조문→검색:도로법 시행령 제97조, 제105조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_49_2hop_192_rand,기타,C1,,,,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,"검색:도로법 관련 조문→검색:도로법 시행령 제97조, 제105조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_49_2hop_192_rand,기타,C2,,기타,,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:도로법 관련 조문→검색:도로관리협회 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_163_2hop_630_rand,기타,C0,,,,3,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:현금영수증 발급 거부 포상금 한도→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_163_2hop_630_rand,기타,C1,,,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:현금영수증 발급 거부 포상금 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_163_2hop_630_rand,기타,C2,,기타,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:현금영수증 발급 거부 포상금 관련 법조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_90_2hop_147,기타,C0,,,,1,0,0,0,0,2,2,0,6,8,8,max_steps,1,0,검색:자전거 손해보험 관련 법령→검색:자전거 손해보험 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_90_2hop_147,기타,C1,,,,3,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:상법 제726조의2 검색→검색:상법 제726조의2 관련 자전거 보험 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_90_2hop_147,기타,C2,,기타,,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:자전거 도난 손해보험 관련 법령→검색:자전거 도난 손해보험 관련 법령 및 판례→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_139_1hop_254,기타,C0,,,,3,1,1,0,0,1,1,0,7,8,8,max_steps,1,0,검색:공직선거법 수감 선거권→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_139_1hop_254,기타,C1,,,,1,0,0,0,1,1,2,0,6,8,8,max_steps,1,0,검색:공직선거법 수감 선거권→논리검증→검색:수감자 선거권→논리검증→논리검증→논리검증→논리검증→논리검증
qa_139_1hop_254,기타,C2,,기타,,4,1,1,0,0,1,1,0,7,8,8,max_steps,1,0,검색:공직선거법 수감 선거권→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_3hop_540_rand,기타,C0,,,,10,0,0,0,0,3,1,0,7,8,8,max_steps,1,0,검색:법무사법 제12조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_140_3hop_540_rand,기타,C1,,,,6,0,0,0,0,3,3,0,5,8,8,max_steps,1,0,검색:법무사법 제12조→검색:법무사 자격 요건→논리검증→논리검증→검색:법무사법인 등록 기한→논리검증→논리검증→논리검증
qa_140_3hop_540_rand,기타,C2,,기타,,3,0,0,0,0,3,2,0,6,8,8,max_steps,1,0,검색:법무사법 제12조→검색:법무사법 제12조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_621_2hop_937,기타,C0,,,,8,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,검색:강제수용 취소소송 집행정지 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_621_2hop_937,기타,C1,,,,2,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,검색:행정소송법 제9조→검색:집행정지 조건→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_621_2hop_937,기타,C2,civil-law-verification,민사,0134,5,0,0,0,0,2,1,0,7,8,8,max_steps,1,0,검색:강제수용 취소소송 자격 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_257_2hop_983_rand,기타,C0,,,,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:매입자발행계산서 발급 관련 법령 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_257_2hop_983_rand,기타,C1,,,,2,0,0,0,0,1,1,0,7,8,8,max_steps,1,0,검색:거래사실확인신청서 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_257_2hop_983_rand,기타,C2,civil-law-verification,민사,013,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:매입자발행계산서 관련 법령→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_213_2hop_812_rand,기타,C0,,,,4,1,1,0,1,1,1,0,7,8,8,max_steps,1,0,검색:지방세특례제한법 제70조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_213_2hop_812_rand,기타,C1,,,,4,1,1,0,1,1,1,0,7,8,8,max_steps,1,0,검색:천연가스 버스 취득세 감면 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_213_2hop_812_rand,기타,C2,,기타,,4,1,1,0,1,1,1,0,7,8,8,max_steps,1,0,검색:지방세특례제한법 제70조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_61_1hop_93,기타,C0,,,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:헌법재판소법 제12조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_61_1hop_93,기타,C1,,,,1,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:헌법재판소법 제12조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_61_1hop_93,기타,C2,,기타,,2,0,0,0,1,1,1,0,7,8,8,max_steps,1,0,검색:헌법재판소법 제12조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_86_3hop_140,기타,C0,,,,6,0,0,0,0,3,8,0,0,8,8,max_steps,1,0,검색:산업재해보상보험법 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 수정사항→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 수정사항→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 수정사항
qa_86_3hop_140,기타,C1,,,,6,0,0,0,1,3,2,0,6,8,8,max_steps,1,0,검색:산업재해보상보험법 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_86_3hop_140,기타,C2,,기타,,5,0,0,0,0,3,8,0,0,8,8,max_steps,1,0,검색:산업재해보상보험법 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문→검색:산업재해보상보험법 제40조 관련 조문
qa_324_2hop_515,기타,C0,,,,5,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,"검색:민사소송법 제25조, 제253조 관련 판례→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_324_2hop_515,기타,C1,,,,7,0,0,0,1,2,2,0,6,8,8,max_steps,1,0,"검색:민사소송법 제25조, 제253조, 제44조→검색:민사소송법 제25조, 제253조, 제44조 →논리검증→논리검증→논리검증→논리검증→논리검증→논리검증"
qa_324_2hop_515,기타,C2,civil-law-verification,민사,013,2,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:민사소송법 제25조→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_99_2hop_168,기타,C0,,,,4,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:부당해고 관련 법조문 검색→검색:부당해고 구제 신청 기간 관련 법조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_99_2hop_168,기타,C1,,,,3,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:부당해고 관련 법조문 검색→검색:부당해고 구제 신청 기간 관련 법조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_99_2hop_168,기타,C2,,기타,,3,0,0,0,2,2,2,0,6,8,8,max_steps,1,0,검색:부당해고 관련 법조문 검색→검색:부당해고 구제 신청 기간 관련 법조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_624_2hop_943,기타,C0,,,,9,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:사회복지사업법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_624_2hop_943,기타,C1,,,,6,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:사회복지사업법 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_624_2hop_943,기타,C2,,기타,,6,0,0,0,1,2,1,0,7,8,8,max_steps,1,0,검색:사회복지사업법 관련 조문 검색→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_352_3hop_554,기타,C0,,,,9,1,1,0,2,3,1,0,7,8,8,max_steps,1,0,검색:国民体育振兴法→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_352_3hop_554,기타,C1,,,,6,0,0,0,2,3,1,0,7,8,8,max_steps,1,0,검색:国民体育振兴法→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_352_3hop_554,기타,C2,criminal-law-verification,형사,0134,6,1,1,0,2,3,1,0,7,8,8,max_steps,1,0,검색:형사법 도박죄 관련 조문→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_95_1hop_156,기타,C0,,,,5,1,1,0,0,1,1,0,7,8,8,max_steps,1,0,검색:소송촉진 등에 관한 특례법 제32조 제4항→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_95_1hop_156,기타,C1,,,,5,1,1,0,0,1,1,0,7,8,8,max_steps,1,0,검색:소송촉진 등에 관한 특례법 제32조 제4항→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증→논리검증
qa_95_1hop_156,기타,C2,civil-law-verification,민사,012,8,0,0,0,0,1,1,1,0,2,3,finish,0,0,검색:민법 제500조→사실검증→종료
