id,arm,cites,fake,sfake,mism,gold_hit,gold_tot,search,fact,logic,tools_total,steps,end,loop,fmt_errors,answer_miss,gate_unmet,seq
qa_116_2hop_452_rand,A,3,0,0,0,1,2,0,2,2,4,2,finish,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→종료
qa_116_2hop_452_rand,B,2,0,0,0,2,2,1,0,0,1,2,finish,0,0,0,0,검색:별정우체국 지정 해지 절차 및 지정 취소 시→종료
qa_116_2hop_452_rand,C,2,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_476_2hop_749,A,2,0,1,1,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_476_2hop_749,B,6,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,"검색:형법 제335조, 형법 제13조 공동정범 관→종료"
qa_476_2hop_749,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_172_1hop_308,A,2,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_172_1hop_308,B,4,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,"검색:민사소송법 제229조, 제230조, 제231→종료"
qa_172_1hop_308,C,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_139_1hop_254,A,4,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_139_1hop_254,B,3,2,2,0,0,1,1,0,1,2,3,finish,0,0,0,0,검색:선거권 제한 관련 형법 및 공직선거법 세부 →논리검증→종료
qa_139_1hop_254,C,2,0,1,1,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_19_1hop_28,A,4,0,0,0,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_19_1hop_28,B,5,0,0,0,0,1,1,0,1,2,3,finish,0,0,0,0,검색:민법 제766조 손해배상 청구 제척기간 관련→논리검증→종료
qa_19_1hop_28,C,3,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_621_2hop_937,A,4,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_621_2hop_937,B,3,1,2,1,0,2,1,0,0,1,2,finish,0,0,0,0,검색:행정소송법 관련 최신 판례 및 해석 자료→종료
qa_621_2hop_937,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_49_2hop_192_rand,A,2,1,1,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_49_2hop_192_rand,B,4,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,"검색:도로법 시행령, 국토교통부령 관련 협회 운영→종료"
qa_49_2hop_192_rand,C,3,0,0,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_92_1hop_149,A,6,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_92_1hop_149,B,6,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:야간 주거침입죄 관련 판례 및 최신 법률 해→종료
qa_92_1hop_149,C,6,0,0,0,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_312_2hop_499,A,3,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_312_2hop_499,B,2,1,1,0,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_312_2hop_499,C,3,0,0,0,1,2,1,1,0,2,3,finish,0,0,0,0,사실검증→검색:이혼 청구 기간 관련 판례 및 법원 해석→종료
qa_192_2hop_334,A,2,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_192_2hop_334,B,6,0,3,3,1,2,1,0,0,1,2,finish,0,0,0,0,검색:공무원 부정행위 관련 판례 및 유사 사례 검→종료
qa_192_2hop_334,C,2,0,2,2,1,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_387_2hop_603,A,4,0,0,0,1,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_387_2hop_603,B,7,0,0,0,1,2,1,0,0,1,2,finish,0,0,0,0,검색:공문서 위조 및 변조 관련 최신 판례 및 세→종료
qa_387_2hop_603,C,4,0,2,2,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_90_2hop_147,A,4,0,0,0,0,2,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_90_2hop_147,B,3,0,0,0,0,2,1,0,0,1,2,finish,0,0,0,0,검색:손해보험계약 관련 제외 사항 및 보상 범위 →종료
qa_90_2hop_147,C,4,0,1,1,0,2,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_213_2hop_812_rand,A,3,0,0,0,1,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_213_2hop_812_rand,B,7,0,0,0,0,1,1,0,0,1,2,finish,0,0,0,0,검색:지방세법 제120조 세부 내용 및 적용 사례→종료
qa_213_2hop_812_rand,C,3,0,1,1,0,1,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_140_3hop_540_rand,A,3,0,0,0,0,3,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_140_3hop_540_rand,B,4,0,0,0,0,3,1,0,0,1,2,finish,0,0,0,0,"검색:법무사법인 설립 절차, 법무사법 제10조~제→종료"
qa_140_3hop_540_rand,C,4,0,0,0,0,3,0,1,0,1,2,finish,0,0,0,0,사실검증→종료
qa_257_2hop_983_rand,A,4,0,3,3,0,1,0,3,3,6,3,max_iter,0,0,0,0,생성→사실검증→논리검증→재생성→사실검증→논리검증→재생성→사실검증→논리검증→종료(max_iter)
qa_257_2hop_983_rand,B,3,0,1,1,0,1,1,0,0,1,2,finish,0,0,0,0,검색:부가가치세법 시행령 세부 조항 및 관련 사례→종료
qa_257_2hop_983_rand,C,1,0,0,0,0,1,1,1,0,2,3,finish,0,0,0,0,"사실검증→검색:부가가치세법 시행령 세부 조항, 거래사실 확→종료"
qa_174_1hop_312,A,1,0,0,0,0,1,0,1,1,2,1,finish,0,0,0,0,생성→사실검증→논리검증→종료
qa_174_1hop_312,B,3,0,0,0,1,1,1,0,0,1,2,finish,0,0,0,0,검색:집행유예 실효 관련 판례 및 추가 법조문 검→종료
